function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
584;libc-2.31.so;pthread_attr_setschedparam;;16.9;1.52;;;;;;
2592;libmpi.so.12.1.10;MPIDI_CH3I_Progress;;15.01;1.35;;;;;;
2589;libmpi.so.12.1.10;MPIDI_CH3I_Shm_send_progress;;10.62;0.95;;;;;;
67;miniXyce.x;mX_matrix_utils::sparse_matrix_vector_product(mX_matrix_utils::distributed_sparse_matrix*, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&);;9.45;0.85;;;;;;
68;miniXyce.x;mX_matrix_utils::gmres(mX_matrix_utils::distributed_sparse_matrix*, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, double&, double&, int, std::vector<double, std::allocator<double> >&, int&, int&);;4.5;0.41;;;;;;
2315;libmpi.so.12.1.10;MPID_Request_free_hook;;4.5;0.41;;;;;;
2582;libmpi.so.12.1.10;MPIDI_CH3_iStartMsg;;3.95;0.35;;;;;;
2305;libmpi.so.12.1.10;MPIDI_CH3U_Recvq_FDP_or_AEU;;3.34;0.3;;;;;;
2487;libmpi.so.12.1.10;MPID_Recv;;3.17;0.29;;;;;;
2303;libmpi.so.12.1.10;MPIDI_CH3U_Recvq_FDU_or_AEP;;2.78;0.25;;;;;;
1482;libstdc++.so.6.0.28;std::_Rb_tree_insert_and_rebalance(bool, std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node_base&);;2.72;0.24;;;;;;
585;libc-2.31.so;__libc_malloc;;2.22;0.2;;;;;;
2196;libmpi.so.12.1.10;MPIR_Progress_hook_exec_all;;2.11;0.19;;;;;;
2712;libmpi.so.12.1.10;MPID_nem_tcp_connpoll;;2;0.18;;;;;;
2420;libmpi.so.12.1.10;MPIDI_CH3_PktHandler_EagerShortSend;;1.67;0.15;;;;;;
2591;libmpi.so.12.1.10;MPID_nem_handle_pkt;;1.45;0.13;;;;;;
1299;libmpi.so.12.1.10;MPI_Recv;;1.33;0.12;;;;;;
1303;libmpi.so.12.1.10;MPI_Send;;1.22;0.11;;;;;;
586;libc-2.31.so;__libc_free;;1.22;0.11;;;;;;
2226;libmpi.so.12.1.10;MPIDI_CH3I_Comm_find;;1.06;0.09;;;;;;
2419;libmpi.so.12.1.10;MPIDI_CH3_EagerContigShortSend;;0.78;0.07;;;;;;
75;miniXyce.x;std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<int const, double> >, int const&);;0.72;0.07;;;;;;
2310;libmpi.so.12.1.10;MPID_Request_create_hook;;0.67;0.06;;;;;;
