block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
3157;miniXyce.x;;2.22;0.2;;;;;;
3147;miniXyce.x;;1.67;0.15;;;;;;
3139;miniXyce.x;;1.39;0.12;;;;;;
3381;miniXyce.x;;1.22;0.11;;;;;;
3363;miniXyce.x;;1.22;0.11;;;;;;
3133;miniXyce.x;;0.94;0.08;;;;;;
3638;miniXyce.x;;0.56;0.05;;;;;;
3349;miniXyce.x;;0.5;0.04;;;;;;
3429;miniXyce.x;;0.39;0.03;;;;;;
3155;miniXyce.x;;0.39;0.03;;;;;;
3145;miniXyce.x;;0.39;0.03;;;;;;
3666;miniXyce.x;;0.33;0.03;;;;;;
3162;miniXyce.x;;0.33;0.03;;;;;;
3411;miniXyce.x;;0.22;0.02;;;;;;
3160;miniXyce.x;;0.22;0.02;;;;;;
3432;miniXyce.x;;0.22;0.02;;;;;;
3170;miniXyce.x;;0.22;0.02;;;;;;
3806;miniXyce.x;;0.17;0.01;;;;;;
1618;miniXyce.x;;0.17;0.01;;;;;;
1544;miniXyce.x;;0.17;0.01;;;;;;
3137;miniXyce.x;;0.17;0.01;;;;;;
3163;miniXyce.x;;0.17;0.01;;;;;;
3130;miniXyce.x;;0.17;0.01;;;;;;
3154;miniXyce.x;;0.17;0.01;;;;;;
3143;miniXyce.x;;0.17;0.01;;;;;;
1411;miniXyce.x;;0.11;0.01;;;;;;
3803;miniXyce.x;;0.11;0.01;;;;;;
3810;miniXyce.x;;0.11;0.01;;;;;;
3201;miniXyce.x;;0.11;0.01;;;;;;
3141;miniXyce.x;;0.11;0.01;;;;;;
3643;miniXyce.x;;0.11;0.01;;;;;;
3161;miniXyce.x;;0.11;0.01;;;;;;
3435;miniXyce.x;;0.11;0.01;;;;;;
3120;miniXyce.x;;0.11;0.01;;;;;;
3142;miniXyce.x;;0.11;0.01;;;;;;
3336;miniXyce.x;;0.11;0.01;;;;;;
3122;miniXyce.x;;0.11;0.01;;;;;;
3367;miniXyce.x;;0.11;0.01;;;;;;
3140;miniXyce.x;;0.11;0.01;;;;;;
2736;miniXyce.x;;0.06;0;;;;;;
3118;miniXyce.x;;0.06;0;;;;;;
3150;miniXyce.x;;0.06;0;;;;;;
872;miniXyce.x;;0.06;0;;;;;;
8;miniXyce.x;;0.06;0;;;;;;
3704;miniXyce.x;;0.06;0;;;;;;
1612;miniXyce.x;;0.06;0;;;;;;
3316;miniXyce.x;;0.06;0;;;;;;
3331;miniXyce.x;;0.06;0;;;;;;
3169;miniXyce.x;;0.06;0;;;;;;
3525;miniXyce.x;;0.06;0;;;;;;
3153;miniXyce.x;;0.06;0;;;;;;
3156;miniXyce.x;;0.06;0;;;;;;
2893;miniXyce.x;;0.06;0;;;;;;
3340;miniXyce.x;;0.06;0;;;;;;
3146;miniXyce.x;;0.06;0;;;;;;
3132;miniXyce.x;;0.06;0;;;;;;
3520;miniXyce.x;;0.06;0;;;;;;
3148;miniXyce.x;;0.06;0;;;;;;
3135;miniXyce.x;;0.06;0;;;;;;
2897;miniXyce.x;;0.06;0;;;;;;
3124;miniXyce.x;;0.06;0;;;;;;
3709;miniXyce.x;;0.06;0;;;;;;
3518;miniXyce.x;;0.06;0;;;;;;
3387;miniXyce.x;;0.06;0;;;;;;
3125;miniXyce.x;;0.06;0;;;;;;
973;miniXyce.x;;0.06;0;;;;;;
