function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
2582;libmpi.so.12.1.10;MPIDI_CH3_iStartMsg;;14.88;1.31;;;;;;
2592;libmpi.so.12.1.10;MPIDI_CH3I_Progress;;14.76;1.3;;;;;;
2589;libmpi.so.12.1.10;MPIDI_CH3I_Shm_send_progress;;13.41;1.18;;;;;;
584;libc-2.31.so;pthread_attr_setschedparam;;8.77;0.78;;;;;;
67;miniXyce.x;mX_matrix_utils::sparse_matrix_vector_product(mX_matrix_utils::distributed_sparse_matrix*, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&);;7.3;0.64;;;;;;
68;miniXyce.x;mX_matrix_utils::gmres(mX_matrix_utils::distributed_sparse_matrix*, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, double&, double&, int, std::vector<double, std::allocator<double> >&, int&, int&);;4.64;0.41;;;;;;
2712;libmpi.so.12.1.10;MPID_nem_tcp_connpoll;;4.47;0.39;;;;;;
2315;libmpi.so.12.1.10;MPID_Request_free_hook;;4.02;0.36;;;;;;
305;libc-2.31.so;vprintf;;2.43;0.22;;;;;;
1303;libmpi.so.12.1.10;MPI_Send;;1.98;0.18;;;;;;
585;libc-2.31.so;__libc_malloc;;1.58;0.14;;;;;;
2419;libmpi.so.12.1.10;MPIDI_CH3_EagerContigShortSend;;1.36;0.12;;;;;;
2487;libmpi.so.12.1.10;MPID_Recv;;1.24;0.11;;;;;;
1482;libstdc++.so.6.0.28;std::_Rb_tree_insert_and_rebalance(bool, std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node_base&);;1.19;0.11;;;;;;
2305;libmpi.so.12.1.10;MPIDI_CH3U_Recvq_FDP_or_AEU;;1.07;0.1;;;;;;
2226;libmpi.so.12.1.10;MPIDI_CH3I_Comm_find;;1.02;0.09;;;;;;
2491;libmpi.so.12.1.10;MPID_Send;;0.96;0.09;;;;;;
2303;libmpi.so.12.1.10;MPIDI_CH3U_Recvq_FDU_or_AEP;;0.96;0.09;;;;;;
2420;libmpi.so.12.1.10;MPIDI_CH3_PktHandler_EagerShortSend;;0.85;0.08;;;;;;
2310;libmpi.so.12.1.10;MPID_Request_create_hook;;0.85;0.08;;;;;;
586;libc-2.31.so;__libc_free;;0.85;0.08;;;;;;
48;miniXyce.x;void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&);;0.85;0.08;;;;;;
1819;libmpi.so.12.1.10;MPIR_Coll_safe_to_block;;0.79;0.07;;;;;;
1902;libc-2.31.so;__nss_database_lookup;;0.74;0.06;;;;;;
1299;libmpi.so.12.1.10;MPI_Recv;;0.68;0.06;;;;;;
1840;libmpi.so.12.1.10;MPII_Gentran_scheds_are_pending;;0.68;0.06;;;;;;
296;libc-2.31.so;swapcontext;;0.57;0.05;;;;;;
