function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
2303;libmpi.so.12.1.10;MPIDI_CH3U_Recvq_FDU_or_AEP;;31.64;31.7;;;;;;
2592;libmpi.so.12.1.10;MPIDI_CH3I_Progress;;24.63;24.68;;;;;;
2589;libmpi.so.12.1.10;MPIDI_CH3I_Shm_send_progress;;17.4;17.43;;;;;;
2712;libmpi.so.12.1.10;MPID_nem_tcp_connpoll;;9.45;9.46;;;;;;
2196;libmpi.so.12.1.10;MPIR_Progress_hook_exec_all;;8.55;8.56;;;;;;
584;libc-2.31.so;pthread_attr_setschedparam;;1.57;1.57;;;;;;
67;miniXyce.x;mX_matrix_utils::sparse_matrix_vector_product(mX_matrix_utils::distributed_sparse_matrix*, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&);;1.29;1.29;;;;;;
2582;libmpi.so.12.1.10;MPIDI_CH3_iStartMsg;;1.02;1.02;;;;;;
2623;libmpi.so.12.1.10;MPID_nem_network_poll;;0.78;0.78;;;;;;
2315;libmpi.so.12.1.10;MPID_Request_free_hook;;0.49;0.49;;;;;;
68;miniXyce.x;mX_matrix_utils::gmres(mX_matrix_utils::distributed_sparse_matrix*, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, double&, double&, int, std::vector<double, std::allocator<double> >&, int&, int&);;0.4;0.4;;;;;;
2305;libmpi.so.12.1.10;MPIDI_CH3U_Recvq_FDP_or_AEU;;0.33;0.33;;;;;;
1482;libstdc++.so.6.0.28;std::_Rb_tree_insert_and_rebalance(bool, std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node_base&);;0.28;0.28;;;;;;
2487;libmpi.so.12.1.10;MPID_Recv;;0.27;0.27;;;;;;
585;libc-2.31.so;__libc_malloc;;0.2;0.2;;;;;;
1299;libmpi.so.12.1.10;MPI_Recv;;0.15;0.16;;;;;;
1303;libmpi.so.12.1.10;MPI_Send;;0.15;0.15;;;;;;
586;libc-2.31.so;__libc_free;;0.15;0.15;;;;;;
2420;libmpi.so.12.1.10;MPIDI_CH3_PktHandler_EagerShortSend;;0.14;0.14;;;;;;
2419;libmpi.so.12.1.10;MPIDI_CH3_EagerContigShortSend;;0.11;0.11;;;;;;
2591;libmpi.so.12.1.10;MPID_nem_handle_pkt;;0.1;0.1;;;;;;
75;miniXyce.x;std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<int const, double> >, int const&);;0.08;0.08;;;;;;
2491;libmpi.so.12.1.10;MPID_Send;;0.07;0.07;;;;;;
2226;libmpi.so.12.1.10;MPIDI_CH3I_Comm_find;;0.07;0.07;;;;;;
48;miniXyce.x;void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&);;0.06;0.06;;;;;;
1060;libc-2.31.so;__poll;;0.06;0.06;;;;;;
2317;libmpi.so.12.1.10;MPID_Request_complete;;0.05;0.05;;;;;;
1902;libc-2.31.so;__nss_database_lookup;;0.04;0.05;;;;;;
1342;libmpi.so.12.1.10;MPIR_Wait_state;;0.04;0.05;;;;;;
71;miniXyce.x;std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, double> >*);;0.04;0.05;;;;;;
2314;libmpi.so.12.1.10;MPIDI_CH3U_Request_unpack_uebuf;;0.04;0.04;;;;;;
2310;libmpi.so.12.1.10;MPID_Request_create_hook;;0.03;0.04;;;;;;
320;libmpi.so.12.1.10;.plt.sec@start;;0.03;0.03;;;;;;
1215;libstdc++.so.6.0.28;operator new(unsigned long);;0.02;0.02;;;;;;
2316;libmpi.so.12.1.10;MPID_Request_destroy_hook;;0.02;0.02;;;;;;
102;miniXyce.x;.plt.sec@start;;0.02;0.02;;;;;;
-1;kernel;unknown_kernel_region;;0.02;0.02;;;;;;
2588;libmpi.so.12.1.10;check_terminating_vcs;;0.01;0.01;;;;;;
1819;libmpi.so.12.1.10;MPIR_Coll_safe_to_block;;0.01;0.01;;;;;;
72;miniXyce.x;void std::vector<double, std::allocator<double> >::emplace_back<double>(double&&);;0.01;0.01;;;;;;
1478;libstdc++.so.6.0.28;std::_Rb_tree_decrement(std::_Rb_tree_node_base*);;0.01;0.01;;;;;;
1143;libstdc++.so.6.0.28;operator delete(void*);;0.01;0.01;;;;;;
3462;libstdc++.so.6.0.28;std::istreambuf_iterator<char, std::char_traits<char> > std::num_get<char, std::istreambuf_iterator<char, std::char_traits<char> > >::_M_extract_int<long>(std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, std::_Ios_Iostate&, long&) const;;0;0;;;;;;
