function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
2592;libmpi.so.12.1.10;MPIDI_CH3I_Progress;;46.37;45.19;;;;;;
2712;libmpi.so.12.1.10;MPID_nem_tcp_connpoll;;18.46;17.99;;;;;;
2589;libmpi.so.12.1.10;MPIDI_CH3I_Shm_send_progress;;11.25;10.96;;;;;;
2196;libmpi.so.12.1.10;MPIR_Progress_hook_exec_all;;4.96;4.84;;;;;;
1819;libmpi.so.12.1.10;MPIR_Coll_safe_to_block;;3.32;3.24;;;;;;
2303;libmpi.so.12.1.10;MPIDI_CH3U_Recvq_FDU_or_AEP;;2.87;2.79;;;;;;
1840;libmpi.so.12.1.10;MPII_Gentran_scheds_are_pending;;2.52;2.46;;;;;;
2725;libmpi.so.12.1.10;MPIDU_Sched_are_pending;;2.17;2.11;;;;;;
2623;libmpi.so.12.1.10;MPID_nem_network_poll;;1.65;1.61;;;;;;
2582;libmpi.so.12.1.10;MPIDI_CH3_iStartMsg;;1.07;1.04;;;;;;
584;libc-2.31.so;pthread_attr_setschedparam;;0.8;0.78;;;;;;
67;miniXyce.x;mX_matrix_utils::sparse_matrix_vector_product(mX_matrix_utils::distributed_sparse_matrix*, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&);;0.67;0.65;;;;;;
2315;libmpi.so.12.1.10;MPID_Request_free_hook;;0.43;0.42;;;;;;
68;miniXyce.x;mX_matrix_utils::gmres(mX_matrix_utils::distributed_sparse_matrix*, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, double&, double&, int, std::vector<double, std::allocator<double> >&, int&, int&);;0.43;0.41;;;;;;
305;libc-2.31.so;vprintf;;0.42;0.41;;;;;;
2305;libmpi.so.12.1.10;MPIDI_CH3U_Recvq_FDP_or_AEU;;0.25;0.24;;;;;;
2419;libmpi.so.12.1.10;MPIDI_CH3_EagerContigShortSend;;0.16;0.16;;;;;;
2487;libmpi.so.12.1.10;MPID_Recv;;0.14;0.14;;;;;;
1303;libmpi.so.12.1.10;MPI_Send;;0.14;0.13;;;;;;
1902;libc-2.31.so;__nss_database_lookup;;0.13;0.12;;;;;;
1482;libstdc++.so.6.0.28;std::_Rb_tree_insert_and_rebalance(bool, std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node_base&);;0.12;0.12;;;;;;
2491;libmpi.so.12.1.10;MPID_Send;;0.11;0.1;;;;;;
585;libc-2.31.so;__libc_malloc;;0.1;0.1;;;;;;
2591;libmpi.so.12.1.10;MPID_nem_handle_pkt;;0.09;0.09;;;;;;
2420;libmpi.so.12.1.10;MPIDI_CH3_PktHandler_EagerShortSend;;0.09;0.09;;;;;;
1299;libmpi.so.12.1.10;MPI_Recv;;0.08;0.08;;;;;;
348;libc-2.31.so;psiginfo;;0.08;0.08;;;;;;
296;libc-2.31.so;swapcontext;;0.08;0.08;;;;;;
-1;kernel;unknown_kernel_region;;0.08;0.08;;;;;;
2226;libmpi.so.12.1.10;MPIDI_CH3I_Comm_find;;0.07;0.07;;;;;;
1060;libc-2.31.so;__poll;;0.07;0.07;;;;;;
48;miniXyce.x;void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&);;0.07;0.07;;;;;;
2310;libmpi.so.12.1.10;MPID_Request_create_hook;;0.06;0.05;;;;;;
586;libc-2.31.so;__libc_free;;0.06;0.05;;;;;;
2317;libmpi.so.12.1.10;MPID_Request_complete;;0.05;0.04;;;;;;
72;miniXyce.x;void std::vector<double, std::allocator<double> >::emplace_back<double>(double&&);;0.04;0.04;;;;;;
3429;libstdc++.so.6.0.28;std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::_M_pad(char, long, std::ios_base&, char*, char const*, int&) const;;0.03;0.03;;;;;;
2812;libstdc++.so.6.0.28;std::basic_filebuf<char, std::char_traits<char> >::xsputn(char const*, long);;0.03;0.03;;;;;;
3794;libstdc++.so.6.0.28;std::basic_streambuf<char, std::char_traits<char> >::xsputn(char const*, long);;0.03;0.02;;;;;;
3444;libstdc++.so.6.0.28;std::ostreambuf_iterator<char, std::char_traits<char> > std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::_M_insert_float<double>(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, char, double) const;;0.03;0.02;;;;;;
2314;libmpi.so.12.1.10;MPIDI_CH3U_Request_unpack_uebuf;;0.03;0.02;;;;;;
1906;libmpi.so.12.1.10;MPIC_Sendrecv;;0.03;0.02;;;;;;
2508;libstdc++.so.6.0.28;std::__cxx11::numpunct<char>::do_falsename() const;;0.02;0.02;;;;;;
1149;libstdc++.so.6.0.28;__dynamic_cast;;0.02;0.02;;;;;;
320;libmpi.so.12.1.10;.plt.sec@start;;0.02;0.02;;;;;;
72;libc-2.31.so;__uselocale;;0.02;0.02;;;;;;
3389;libstdc++.so.6.0.28;std::ctype<char> const& std::use_facet<std::ctype<char> >(std::locale const&);;0.02;0.01;;;;;;
2580;libmpi.so.12.1.10;MPIDI_CH3_iSendv;;0.02;0.01;;;;;;
1788;libmpi.so.12.1.10;MPIR_SUM_check_dtype;;0.02;0.01;;;;;;
1342;libmpi.so.12.1.10;MPIR_Wait_state;;0.02;0.01;;;;;;
1215;libstdc++.so.6.0.28;operator new(unsigned long);;0.02;0.01;;;;;;
813;libmpi.so.12.1.10;MPI_Allreduce;;0.02;0.01;;;;;;
453;libc-2.31.so;vscanf;;0.02;0.01;;;;;;
2316;libmpi.so.12.1.10;MPID_Request_destroy_hook;;0.01;0.01;;;;;;
1289;libstdc++.so.6.0.28;std::codecvt<char, char, __mbstate_t>::do_always_noconv() const;;0.01;0.01;;;;;;
1265;libstdc++.so.6.0.28;__cxxabiv1::__vmi_class_type_info::__do_dyncast(long, __cxxabiv1::__class_type_info::__sub_kind, __cxxabiv1::__class_type_info const*, void const*, __cxxabiv1::__class_type_info const*, void const*, __cxxabiv1::__class_type_info::__dyncast_result&) const;;0.01;0.01;;;;;;
1173;libmpi.so.12.1.10;MPIR_Type_get_true_extent_impl;;0.01;0.01;;;;;;
1026;libstdc++.so.6.0.28;.plt.sec@start;;0.01;0.01;;;;;;
543;libc-2.31.so;_IO_str_pbackfail;;0.01;0.01;;;;;;
512;libc-2.31.so;_IO_setb;;0.01;0.01;;;;;;
75;miniXyce.x;std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<int const, double> >, int const&);;0.01;0.01;;;;;;
3549;libstdc++.so.6.0.28;std::ostream& std::ostream::_M_insert<double>(double);;0.01;0;;;;;;
3514;libstdc++.so.6.0.28;std::ostream::sentry::~sentry();;0.01;0;;;;;;
3513;libstdc++.so.6.0.28;std::ostream::sentry::sentry(std::ostream&);;0.01;0;;;;;;
3462;libstdc++.so.6.0.28;std::istreambuf_iterator<char, std::char_traits<char> > std::num_get<char, std::istreambuf_iterator<char, std::char_traits<char> > >::_M_extract_int<long>(std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, std::_Ios_Iostate&, long&) const;;0.01;0;;;;;;
3428;libstdc++.so.6.0.28;std::money_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::do_put(std::ostreambuf_iterator<char, std::char_traits<char> >, bool, std::ios_base&, char, std::string const&) const;;0.01;0;;;;;;
2588;libmpi.so.12.1.10;check_terminating_vcs;;0.01;0;;;;;;
2474;libmpi.so.12.1.10;MPID_Isend_coll;;0.01;0;;;;;;
2421;libmpi.so.12.1.10;MPIDI_CH3_EagerContigIsend;;0.01;0;;;;;;
2063;libmpi.so.12.1.10;MPIR_Err_init;;0.01;0;;;;;;
2020;libmpi.so.12.1.10;MPIR_Typerep_unpack;;0.01;0;;;;;;
1379;libstdc++.so.6.0.28;std::__num_base::_S_format_float(std::ios_base const&, char*, char);;0.01;0;;;;;;
1370;libstdc++.so.6.0.28;std::locale::id::_M_id() const;;0.01;0;;;;;;
1343;libmpi.so.12.1.10;MPIR_Wait_impl;;0.01;0;;;;;;
1143;libstdc++.so.6.0.28;operator delete(void*);;0.01;0;;;;;;
811;libmpi.so.12.1.10;MPIR_Allreduce_impl;;0.01;0;;;;;;
547;libc-2.31.so;__libc_alloca_cutoff;;0.01;0;;;;;;
519;libc-2.31.so;_IO_enable_locks;;0.01;0;;;;;;
515;libc-2.31.so;_IO_default_xsputn;;0.01;0;;;;;;
102;miniXyce.x;.plt.sec@start;;0.01;0;;;;;;
73;miniXyce.x;void std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_realloc_insert<std::vector<double, std::allocator<double> > const&>(__gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> >*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >, std::vector<double, std::allocator<double> > const&);;0.01;0;;;;;;
11;ld-2.31.so;_dl_rtld_di_serinfo;;0.01;0;;;;;;
